date,area_type,area_code,area_name,metric,metric_name,value
2020-09-21,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,80.0
2020-09-21,nhsRegion,E40000006,South West,newAdmissions,New admissions,8.0
2020-09-21,nhsRegion,E40000003,London,newAdmissions,New admissions,44.0
2020-09-21,nhsRegion,E40000005,South East,newAdmissions,New admissions,14.0
2020-09-21,nhsRegion,E40000007,East of England,newAdmissions,New admissions,7.0
2020-09-22,nhsRegion,E40000003,London,newAdmissions,New admissions,35.0
2020-09-22,nhsRegion,E40000006,South West,newAdmissions,New admissions,8.0
2020-09-22,nhsRegion,E40000005,South East,newAdmissions,New admissions,15.0
2020-09-22,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,58.0
2020-09-22,nhsRegion,E40000007,East of England,newAdmissions,New admissions,11.0
2020-09-22,nhsRegion,E40000010,North West,newAdmissions,New admissions,80.0
2020-09-22,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,61.0
2020-09-23,nhsRegion,E40000010,North West,newAdmissions,New admissions,97.0
2020-09-23,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,55.0
2020-09-23,nhsRegion,E40000006,South West,newAdmissions,New admissions,6.0
2020-09-23,nhsRegion,E40000003,London,newAdmissions,New admissions,36.0
2020-09-23,nhsRegion,E40000007,East of England,newAdmissions,New admissions,7.0
2020-09-23,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,89.0
2020-09-23,nhsRegion,E40000005,South East,newAdmissions,New admissions,24.0
2020-09-24,nhsRegion,E40000005,South East,newAdmissions,New admissions,15.0
2020-09-24,nhsRegion,E40000006,South West,newAdmissions,New admissions,9.0
2020-09-24,nhsRegion,E40000007,East of England,newAdmissions,New admissions,13.0
2020-09-24,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,65.0
2020-09-24,nhsRegion,E40000003,London,newAdmissions,New admissions,47.0
2020-09-24,nhsRegion,E40000010,North West,newAdmissions,New admissions,80.0
2020-09-24,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,59.0
2020-09-25,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,61.0
2020-09-25,nhsRegion,E40000010,North West,newAdmissions,New admissions,71.0
2020-09-25,nhsRegion,E40000007,East of England,newAdmissions,New admissions,16.0
2020-09-25,nhsRegion,E40000006,South West,newAdmissions,New admissions,8.0
2020-09-25,nhsRegion,E40000005,South East,newAdmissions,New admissions,18.0
2020-09-25,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,64.0
2020-09-25,nhsRegion,E40000003,London,newAdmissions,New admissions,36.0
2020-09-26,nhsRegion,E40000007,East of England,newAdmissions,New admissions,12.0
2020-09-26,nhsRegion,E40000005,South East,newAdmissions,New admissions,14.0
2020-09-26,nhsRegion,E40000006,South West,newAdmissions,New admissions,5.0
2020-09-26,nhsRegion,E40000003,London,newAdmissions,New admissions,28.0
2020-09-26,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,68.0
2020-09-26,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,52.0
2020-09-26,nhsRegion,E40000010,North West,newAdmissions,New admissions,66.0
2020-09-27,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,48.0
2020-09-27,nhsRegion,E40000010,North West,newAdmissions,New admissions,73.0
2020-09-27,nhsRegion,E40000005,South East,newAdmissions,New admissions,6.0
2020-09-27,nhsRegion,E40000003,London,newAdmissions,New admissions,23.0
2020-09-27,nhsRegion,E40000006,South West,newAdmissions,New admissions,4.0
2020-09-27,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,72.0
2020-09-27,nhsRegion,E40000007,East of England,newAdmissions,New admissions,15.0
2020-09-28,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,82.0
2020-09-28,nhsRegion,E40000006,South West,newAdmissions,New admissions,4.0
2020-09-28,nhsRegion,E40000005,South East,newAdmissions,New admissions,13.0
2020-09-28,nhsRegion,E40000007,East of England,newAdmissions,New admissions,13.0
2020-09-28,nhsRegion,E40000003,London,newAdmissions,New admissions,28.0
2020-09-28,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,58.0
2020-09-28,nhsRegion,E40000010,North West,newAdmissions,New admissions,110.0
2020-09-29,nhsRegion,E40000010,North West,newAdmissions,New admissions,82.0
2020-09-29,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,55.0
2020-09-29,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,104.0
2020-09-29,nhsRegion,E40000003,London,newAdmissions,New admissions,36.0
2020-09-29,nhsRegion,E40000006,South West,newAdmissions,New admissions,9.0
2020-09-29,nhsRegion,E40000005,South East,newAdmissions,New admissions,14.0
2020-09-29,nhsRegion,E40000007,East of England,newAdmissions,New admissions,10.0
2020-09-30,nhsRegion,E40000003,London,newAdmissions,New admissions,31.0
2020-09-30,nhsRegion,E40000007,East of England,newAdmissions,New admissions,18.0
2020-09-30,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,94.0
2020-09-30,nhsRegion,E40000006,South West,newAdmissions,New admissions,5.0
2020-09-30,nhsRegion,E40000005,South East,newAdmissions,New admissions,22.0
2020-09-30,nhsRegion,E40000010,North West,newAdmissions,New admissions,101.0
2020-09-30,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,57.0
2020-10-01,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,62.0
2020-10-01,nhsRegion,E40000010,North West,newAdmissions,New admissions,128.0
2020-10-01,nhsRegion,E40000007,East of England,newAdmissions,New admissions,11.0
2020-10-01,nhsRegion,E40000006,South West,newAdmissions,New admissions,13.0
2020-10-01,nhsRegion,E40000003,London,newAdmissions,New admissions,50.0
2020-10-01,nhsRegion,E40000005,South East,newAdmissions,New admissions,16.0
2020-10-01,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,88.0
2020-10-02,nhsRegion,E40000006,South West,newAdmissions,New admissions,14.0
2020-10-02,nhsRegion,E40000003,London,newAdmissions,New admissions,37.0
2020-10-02,nhsRegion,E40000005,South East,newAdmissions,New admissions,12.0
2020-10-02,nhsRegion,E40000007,East of England,newAdmissions,New admissions,19.0
2020-10-02,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,100.0
2020-10-02,nhsRegion,E40000010,North West,newAdmissions,New admissions,122.0
2020-10-02,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,67.0
2020-10-03,nhsRegion,E40000010,North West,newAdmissions,New admissions,130.0
2020-10-03,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,53.0
2020-10-03,nhsRegion,E40000006,South West,newAdmissions,New admissions,10.0
2020-10-03,nhsRegion,E40000005,South East,newAdmissions,New admissions,19.0
2020-10-03,nhsRegion,E40000007,East of England,newAdmissions,New admissions,19.0
2020-10-03,nhsRegion,E40000003,London,newAdmissions,New admissions,38.0
2020-10-03,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,117.0
2020-10-04,nhsRegion,E40000005,South East,newAdmissions,New admissions,18.0
2020-10-04,nhsRegion,E40000007,East of England,newAdmissions,New admissions,16.0
2020-10-04,nhsRegion,E40000003,London,newAdmissions,New admissions,27.0
2020-10-04,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,126.0
2020-10-04,nhsRegion,E40000010,North West,newAdmissions,New admissions,208.0
2020-10-04,nhsRegion,E40000006,South West,newAdmissions,New admissions,15.0
2020-10-04,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,68.0
2020-10-05,nhsRegion,E40000006,South West,newAdmissions,New admissions,20.0
2020-10-05,nhsRegion,E40000010,North West,newAdmissions,New admissions,141.0
2020-10-05,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,97.0
2020-10-05,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,123.0
2020-10-05,nhsRegion,E40000003,London,newAdmissions,New admissions,47.0
2020-10-05,nhsRegion,E40000005,South East,newAdmissions,New admissions,21.0
2020-10-05,nhsRegion,E40000007,East of England,newAdmissions,New admissions,23.0
2020-10-06,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,161.0
2020-10-06,nhsRegion,E40000007,East of England,newAdmissions,New admissions,11.0
2020-10-06,nhsRegion,E40000003,London,newAdmissions,New admissions,43.0
2020-10-06,nhsRegion,E40000005,South East,newAdmissions,New admissions,25.0
2020-10-06,nhsRegion,E40000010,North West,newAdmissions,New admissions,185.0
2020-10-06,nhsRegion,E40000006,South West,newAdmissions,New admissions,21.0
2020-10-06,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,78.0
2020-10-07,nhsRegion,E40000006,South West,newAdmissions,New admissions,21.0
2020-10-07,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,81.0
2020-10-07,nhsRegion,E40000010,North West,newAdmissions,New admissions,145.0
2020-10-07,nhsRegion,E40000007,East of England,newAdmissions,New admissions,17.0
2020-10-07,nhsRegion,E40000005,South East,newAdmissions,New admissions,41.0
2020-10-07,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,140.0
2020-10-07,nhsRegion,E40000003,London,newAdmissions,New admissions,46.0
2020-10-08,nhsRegion,E40000003,London,newAdmissions,New admissions,39.0
2020-10-08,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,125.0
2020-10-08,nhsRegion,E40000005,South East,newAdmissions,New admissions,36.0
2020-10-08,nhsRegion,E40000007,East of England,newAdmissions,New admissions,23.0
2020-10-08,nhsRegion,E40000006,South West,newAdmissions,New admissions,35.0
2020-10-08,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,77.0
2020-10-08,nhsRegion,E40000010,North West,newAdmissions,New admissions,178.0
2020-10-09,nhsRegion,E40000010,North West,newAdmissions,New admissions,180.0
2020-10-09,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,87.0
2020-10-09,nhsRegion,E40000006,South West,newAdmissions,New admissions,23.0
2020-10-09,nhsRegion,E40000003,London,newAdmissions,New admissions,55.0
2020-10-09,nhsRegion,E40000007,East of England,newAdmissions,New admissions,19.0
2020-10-09,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,146.0
2020-10-09,nhsRegion,E40000005,South East,newAdmissions,New admissions,34.0
2020-10-10,nhsRegion,E40000005,South East,newAdmissions,New admissions,30.0
2020-10-10,nhsRegion,E40000003,London,newAdmissions,New admissions,51.0
2020-10-10,nhsRegion,E40000007,East of England,newAdmissions,New admissions,16.0
2020-10-10,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,145.0
2020-10-10,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,78.0
2020-10-10,nhsRegion,E40000006,South West,newAdmissions,New admissions,18.0
2020-10-10,nhsRegion,E40000010,North West,newAdmissions,New admissions,177.0
2020-10-11,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,101.0
2020-10-11,nhsRegion,E40000010,North West,newAdmissions,New admissions,209.0
2020-10-11,nhsRegion,E40000006,South West,newAdmissions,New admissions,34.0
2020-10-11,nhsRegion,E40000003,London,newAdmissions,New admissions,50.0
2020-10-11,nhsRegion,E40000005,South East,newAdmissions,New admissions,27.0
2020-10-11,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,180.0
2020-10-11,nhsRegion,E40000007,East of England,newAdmissions,New admissions,27.0
2020-10-12,nhsRegion,E40000005,South East,newAdmissions,New admissions,37.0
2020-10-12,nhsRegion,E40000003,London,newAdmissions,New admissions,69.0
2020-10-12,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,173.0
2020-10-12,nhsRegion,E40000007,East of England,newAdmissions,New admissions,24.0
2020-10-12,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,109.0
2020-10-12,nhsRegion,E40000006,South West,newAdmissions,New admissions,32.0
2020-10-12,nhsRegion,E40000010,North West,newAdmissions,New admissions,220.0
2020-10-13,nhsRegion,E40000006,South West,newAdmissions,New admissions,23.0
2020-10-13,nhsRegion,E40000010,North West,newAdmissions,New admissions,244.0
2020-10-13,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,161.0
2020-10-13,nhsRegion,E40000007,East of England,newAdmissions,New admissions,32.0
2020-10-13,nhsRegion,E40000003,London,newAdmissions,New admissions,73.0
2020-10-13,nhsRegion,E40000005,South East,newAdmissions,New admissions,48.0
2020-10-13,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,183.0
2020-10-14,nhsRegion,E40000005,South East,newAdmissions,New admissions,38.0
2020-10-14,nhsRegion,E40000007,East of England,newAdmissions,New admissions,27.0
2020-10-14,nhsRegion,E40000003,London,newAdmissions,New admissions,76.0
2020-10-14,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,167.0
2020-10-14,nhsRegion,E40000006,South West,newAdmissions,New admissions,46.0
2020-10-14,nhsRegion,E40000010,North West,newAdmissions,New admissions,223.0
2020-10-14,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,129.0
2020-10-15,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,146.0
2020-10-15,nhsRegion,E40000010,North West,newAdmissions,New admissions,258.0
2020-10-15,nhsRegion,E40000006,South West,newAdmissions,New admissions,33.0
2020-10-15,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,184.0
2020-10-15,nhsRegion,E40000005,South East,newAdmissions,New admissions,52.0
2020-10-15,nhsRegion,E40000003,London,newAdmissions,New admissions,78.0
2020-10-15,nhsRegion,E40000007,East of England,newAdmissions,New admissions,41.0
2020-10-16,nhsRegion,E40000007,East of England,newAdmissions,New admissions,23.0
2020-10-16,nhsRegion,E40000003,London,newAdmissions,New admissions,67.0
2020-10-16,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,159.0
2020-10-16,nhsRegion,E40000005,South East,newAdmissions,New admissions,33.0
2020-10-16,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,132.0
2020-10-16,nhsRegion,E40000010,North West,newAdmissions,New admissions,196.0
2020-10-16,nhsRegion,E40000006,South West,newAdmissions,New admissions,22.0
2020-10-17,nhsRegion,E40000006,South West,newAdmissions,New admissions,37.0
2020-10-17,nhsRegion,E40000010,North West,newAdmissions,New admissions,272.0
2020-10-17,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,108.0
2020-10-17,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,210.0
2020-10-17,nhsRegion,E40000007,East of England,newAdmissions,New admissions,37.0
2020-10-17,nhsRegion,E40000003,London,newAdmissions,New admissions,87.0
2020-10-17,nhsRegion,E40000005,South East,newAdmissions,New admissions,34.0
2020-10-18,nhsRegion,E40000007,East of England,newAdmissions,New admissions,41.0
2020-10-18,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,219.0
2020-10-18,nhsRegion,E40000003,London,newAdmissions,New admissions,95.0
2020-10-18,nhsRegion,E40000005,South East,newAdmissions,New admissions,40.0
2020-10-18,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,165.0
2020-10-18,nhsRegion,E40000010,North West,newAdmissions,New admissions,276.0
2020-10-18,nhsRegion,E40000006,South West,newAdmissions,New admissions,34.0
2020-10-19,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,173.0
2020-10-19,nhsRegion,E40000006,South West,newAdmissions,New admissions,52.0
2020-10-19,nhsRegion,E40000010,North West,newAdmissions,New admissions,230.0
2020-10-19,nhsRegion,E40000007,East of England,newAdmissions,New admissions,43.0
2020-10-19,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,222.0
2020-10-19,nhsRegion,E40000003,London,newAdmissions,New admissions,90.0
2020-10-19,nhsRegion,E40000005,South East,newAdmissions,New admissions,51.0
2020-10-20,nhsRegion,E40000007,East of England,newAdmissions,New admissions,33.0
2020-10-20,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,274.0
2020-10-20,nhsRegion,E40000005,South East,newAdmissions,New admissions,37.0
2020-10-20,nhsRegion,E40000003,London,newAdmissions,New admissions,89.0
2020-10-20,nhsRegion,E40000010,North West,newAdmissions,New admissions,241.0
2020-10-20,nhsRegion,E40000006,South West,newAdmissions,New admissions,43.0
2020-10-20,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,208.0
2020-10-21,nhsRegion,E40000006,South West,newAdmissions,New admissions,48.0
2020-10-21,nhsRegion,E40000010,North West,newAdmissions,New admissions,252.0
2020-10-21,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,197.0
2020-10-21,nhsRegion,E40000007,East of England,newAdmissions,New admissions,50.0
2020-10-21,nhsRegion,E40000005,South East,newAdmissions,New admissions,65.0
2020-10-21,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,271.0
2020-10-21,nhsRegion,E40000003,London,newAdmissions,New admissions,114.0
2020-10-22,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,242.0
2020-10-22,nhsRegion,E40000007,East of England,newAdmissions,New admissions,51.0
2020-10-22,nhsRegion,E40000003,London,newAdmissions,New admissions,108.0
2020-10-22,nhsRegion,E40000005,South East,newAdmissions,New admissions,77.0
2020-10-22,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,230.0
2020-10-22,nhsRegion,E40000006,South West,newAdmissions,New admissions,36.0
2020-10-22,nhsRegion,E40000010,North West,newAdmissions,New admissions,243.0
2020-10-23,nhsRegion,E40000010,North West,newAdmissions,New admissions,275.0
2020-10-23,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,181.0
2020-10-23,nhsRegion,E40000006,South West,newAdmissions,New admissions,36.0
2020-10-23,nhsRegion,E40000005,South East,newAdmissions,New admissions,70.0
2020-10-23,nhsRegion,E40000003,London,newAdmissions,New admissions,125.0
2020-10-23,nhsRegion,E40000007,East of England,newAdmissions,New admissions,56.0
2020-10-23,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,254.0
2020-10-24,nhsRegion,E40000003,London,newAdmissions,New admissions,108.0
2020-10-24,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,277.0
2020-10-24,nhsRegion,E40000007,East of England,newAdmissions,New admissions,42.0
2020-10-24,nhsRegion,E40000005,South East,newAdmissions,New admissions,65.0
2020-10-24,nhsRegion,E40000010,North West,newAdmissions,New admissions,278.0
2020-10-24,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,174.0
2020-10-24,nhsRegion,E40000006,South West,newAdmissions,New admissions,46.0
2020-10-25,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,220.0
2020-10-25,nhsRegion,E40000010,North West,newAdmissions,New admissions,335.0
2020-10-25,nhsRegion,E40000006,South West,newAdmissions,New admissions,64.0
2020-10-25,nhsRegion,E40000005,South East,newAdmissions,New admissions,67.0
2020-10-25,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,320.0
2020-10-25,nhsRegion,E40000003,London,newAdmissions,New admissions,118.0
2020-10-25,nhsRegion,E40000007,East of England,newAdmissions,New admissions,62.0
2020-10-26,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,323.0
2020-10-26,nhsRegion,E40000007,East of England,newAdmissions,New admissions,55.0
2020-10-26,nhsRegion,E40000005,South East,newAdmissions,New admissions,86.0
2020-10-26,nhsRegion,E40000003,London,newAdmissions,New admissions,155.0
2020-10-26,nhsRegion,E40000006,South West,newAdmissions,New admissions,88.0
2020-10-26,nhsRegion,E40000010,North West,newAdmissions,New admissions,294.0
2020-10-26,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,278.0
2020-10-27,nhsRegion,E40000006,South West,newAdmissions,New admissions,63.0
2020-10-27,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,268.0
2020-10-27,nhsRegion,E40000010,North West,newAdmissions,New admissions,314.0
2020-10-27,nhsRegion,E40000007,East of England,newAdmissions,New admissions,51.0
2020-10-27,nhsRegion,E40000005,South East,newAdmissions,New admissions,84.0
2020-10-27,nhsRegion,E40000003,London,newAdmissions,New admissions,109.0
2020-10-27,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,301.0
2020-10-28,nhsRegion,E40000005,South East,newAdmissions,New admissions,81.0
2020-10-28,nhsRegion,E40000003,London,newAdmissions,New admissions,112.0
2020-10-28,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,357.0
2020-10-28,nhsRegion,E40000007,East of England,newAdmissions,New admissions,68.0
2020-10-28,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,229.0
2020-10-28,nhsRegion,E40000006,South West,newAdmissions,New admissions,69.0
2020-10-28,nhsRegion,E40000010,North West,newAdmissions,New admissions,323.0
2020-10-29,nhsRegion,E40000010,North West,newAdmissions,New admissions,340.0
2020-10-29,nhsRegion,E40000006,South West,newAdmissions,New admissions,69.0
2020-10-29,nhsRegion,E40000007,East of England,newAdmissions,New admissions,68.0
2020-10-29,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,288.0
2020-10-29,nhsRegion,E40000005,South East,newAdmissions,New admissions,103.0
2020-10-29,nhsRegion,E40000003,London,newAdmissions,New admissions,140.0
2020-10-29,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,337.0
2020-10-30,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,262.0
2020-10-30,nhsRegion,E40000005,South East,newAdmissions,New admissions,84.0
2020-10-30,nhsRegion,E40000003,London,newAdmissions,New admissions,126.0
2020-10-30,nhsRegion,E40000006,South West,newAdmissions,New admissions,80.0
2020-10-30,nhsRegion,E40000010,North West,newAdmissions,New admissions,256.0
2020-10-30,nhsRegion,E40000007,East of England,newAdmissions,New admissions,67.0
2020-10-30,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,234.0
2020-10-31,nhsRegion,E40000007,East of England,newAdmissions,New admissions,56.0
2020-10-31,nhsRegion,E40000010,North West,newAdmissions,New admissions,280.0
2020-10-31,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,250.0
2020-10-31,nhsRegion,E40000006,South West,newAdmissions,New admissions,99.0
2020-10-31,nhsRegion,E40000003,London,newAdmissions,New admissions,132.0
2020-10-31,nhsRegion,E40000005,South East,newAdmissions,New admissions,98.0
2020-10-31,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,325.0
2020-11-01,nhsRegion,E40000005,South East,newAdmissions,New admissions,88.0
2020-11-01,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,348.0
2020-11-01,nhsRegion,E40000003,London,newAdmissions,New admissions,134.0
2020-11-01,nhsRegion,E40000006,South West,newAdmissions,New admissions,76.0
2020-11-01,nhsRegion,E40000010,North West,newAdmissions,New admissions,293.0
2020-11-01,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,274.0
2020-11-01,nhsRegion,E40000007,East of England,newAdmissions,New admissions,67.0
2020-11-02,nhsRegion,E40000006,South West,newAdmissions,New admissions,91.0
2020-11-02,nhsRegion,E40000007,East of England,newAdmissions,New admissions,55.0
2020-11-02,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,284.0
2020-11-02,nhsRegion,E40000010,North West,newAdmissions,New admissions,288.0
2020-11-02,nhsRegion,E40000005,South East,newAdmissions,New admissions,115.0
2020-11-02,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,362.0
2020-11-02,nhsRegion,E40000003,London,newAdmissions,New admissions,136.0
2020-11-03,nhsRegion,E40000003,London,newAdmissions,New admissions,103.0
2020-11-03,nhsRegion,E40000005,South East,newAdmissions,New admissions,81.0
2020-11-03,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,362.0
2020-11-03,nhsRegion,E40000006,South West,newAdmissions,New admissions,86.0
2020-11-03,nhsRegion,E40000010,North West,newAdmissions,New admissions,277.0
2020-11-03,nhsRegion,E40000007,East of England,newAdmissions,New admissions,76.0
2020-11-03,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,261.0
2020-11-04,nhsRegion,E40000010,North West,newAdmissions,New admissions,312.0
2020-11-04,nhsRegion,E40000006,South West,newAdmissions,New admissions,102.0
2020-11-04,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,298.0
2020-11-04,nhsRegion,E40000007,East of England,newAdmissions,New admissions,87.0
2020-11-04,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,351.0
2020-11-04,nhsRegion,E40000003,London,newAdmissions,New admissions,123.0
2020-11-04,nhsRegion,E40000005,South East,newAdmissions,New admissions,109.0
2020-11-05,nhsRegion,E40000003,London,newAdmissions,New admissions,118.0
2020-11-05,nhsRegion,E40000005,South East,newAdmissions,New admissions,140.0
2020-11-05,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,345.0
2020-11-05,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,324.0
2020-11-05,nhsRegion,E40000006,South West,newAdmissions,New admissions,105.0
2020-11-05,nhsRegion,E40000010,North West,newAdmissions,New admissions,247.0
2020-11-05,nhsRegion,E40000007,East of England,newAdmissions,New admissions,67.0
2020-11-06,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,279.0
2020-11-06,nhsRegion,E40000007,East of England,newAdmissions,New admissions,61.0
2020-11-06,nhsRegion,E40000006,South West,newAdmissions,New admissions,103.0
2020-11-06,nhsRegion,E40000010,North West,newAdmissions,New admissions,207.0
2020-11-06,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,324.0
2020-11-06,nhsRegion,E40000005,South East,newAdmissions,New admissions,107.0
2020-11-06,nhsRegion,E40000003,London,newAdmissions,New admissions,101.0
2020-11-07,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,337.0
2020-11-07,nhsRegion,E40000003,London,newAdmissions,New admissions,109.0
2020-11-07,nhsRegion,E40000005,South East,newAdmissions,New admissions,150.0
2020-11-07,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,300.0
2020-11-07,nhsRegion,E40000007,East of England,newAdmissions,New admissions,58.0
2020-11-07,nhsRegion,E40000010,North West,newAdmissions,New admissions,255.0
2020-11-07,nhsRegion,E40000006,South West,newAdmissions,New admissions,110.0
2020-11-08,nhsRegion,E40000006,South West,newAdmissions,New admissions,111.0
2020-11-08,nhsRegion,E40000007,East of England,newAdmissions,New admissions,70.0
2020-11-08,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,362.0
2020-11-08,nhsRegion,E40000010,North West,newAdmissions,New admissions,298.0
2020-11-08,nhsRegion,E40000003,London,newAdmissions,New admissions,150.0
2020-11-08,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,360.0
2020-11-08,nhsRegion,E40000005,South East,newAdmissions,New admissions,137.0
2020-11-09,nhsRegion,E40000003,London,newAdmissions,New admissions,136.0
2020-11-09,nhsRegion,E40000005,South East,newAdmissions,New admissions,137.0
2020-11-09,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,407.0
2020-11-09,nhsRegion,E40000006,South West,newAdmissions,New admissions,109.0
2020-11-09,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,397.0
2020-11-09,nhsRegion,E40000007,East of England,newAdmissions,New admissions,103.0
2020-11-09,nhsRegion,E40000010,North West,newAdmissions,New admissions,262.0
2020-11-10,nhsRegion,E40000010,North West,newAdmissions,New admissions,297.0
2020-11-10,nhsRegion,E40000006,South West,newAdmissions,New admissions,79.0
2020-11-10,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,392.0
2020-11-10,nhsRegion,E40000007,East of England,newAdmissions,New admissions,103.0
2020-11-10,nhsRegion,E40000003,London,newAdmissions,New admissions,147.0
2020-11-10,nhsRegion,E40000005,South East,newAdmissions,New admissions,110.0
2020-11-10,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,464.0
